,ACTIVITY_TYPE,BASE_STATE_PRC_HUNTING,BASE_STATE_PRC_HUNTING_OVER_100_ACRES,STATE,ACREAGE,DURATION_days,DAILY_PRICE_BASE,TOTAL_ANNUAL_PRICE,FINAL_PRICE,final_price_less_20_acres,final_price_20_100_acres,final_price_100_plus_acres
3753,HUNTING,10.0,22.0,Alabama,792,262,14.827397260273973,5412.0,3884.778082191781,,,830.0160000000001
3771,HUNTING,16.0,28.0,Virginia,31,231,2.73972602739726,1000.0,632.8767123287671,,1386.0,28.644
3774,HUNTING,10.0,22.0,New Jersey,397,117,10.497782875412582,3831.6907495255928,1228.240596423272,,,464.49
3794,HUNTING,19.0,31.0,New York,665,127,16.128079733857657,5886.749102858044,2048.2661261999224,,,337.82
3800,HUNTING,10.0,22.0,Vermont,406,11,10.616108523378346,3874.8796110330964,116.7771937571618,,,169.708
3802,HUNTING,10.0,22.0,Louisiana,629,347,13.213797755245544,4823.036180664623,4585.187821070203,,,873.052
3805,HUNTING,10.0,22.0,Tennessee,503,180,11.816431051073021,4312.997333641652,2126.9575891931436,,,362.16
3813,HUNTING,20.0,32.0,Minnesota,812,248,18.106895536745323,6609.016870912043,4490.51009311284,,,805.504
3816,HUNTING,17.0,29.0,Maryland,142,145,7.208321747863147,2631.037437970049,1045.2066534401563,,,82.36000000000001
3822,HUNTING,10.0,22.0,New Jersey,638,51,13.307996317904994,4857.418656035323,678.7078122131547,,,650.76
3824,HUNTING,10.0,22.0,New Jersey,133,191,6.076145334665637,2217.7930471529576,1160.5437589211367,,,101.61200000000001
3825,HUNTING,10.0,22.0,Texas,302,314,9.156000424820911,3341.9401550596326,2874.984133393766,,,379.312
3830,HUNTING,29.0,29.0,Kansas,247,300,9.506889976621423,3470.0148414668197,2852.066992986427,,,296.4
3835,HUNTING,19.0,31.0,Indiana,107,4,6.469395886019278,2361.3294983970363,25.877583544077112,,,21.400000000000002
3836,HUNTING,10.0,22.0,Vermont,10,100,2.73972602739726,1000.0,273.972602739726,1000.0,,10.0
3837,HUNTING,10.0,22.0,Washington,148,309,6.409633395344343,2339.5161893006853,1980.576719161402,,,182.928
3838,HUNTING,10.0,22.0,Idaho,178,122,7.029304128587865,2565.6960069345705,857.5751036877194,,,86.86399999999999
3841,HUNTING,29.0,29.0,Kentucky,433,40,12.587339309902168,4594.378848114291,503.49357239608673,,,346.4
3846,HUNTING,10.0,22.0,South Dakota,559,266,12.456850049448214,4546.750268048598,3313.522113153225,,,594.7760000000001
3849,HUNTING,16.0,28.0,Virginia,674,288,15.431209100362747,5632.391321632403,4444.188220904471,,,776.4480000000001
3865,HUNTING,10.0,22.0,Alabama,413,236,10.707235589840908,3908.1409902919313,2526.907599202454,,,389.872
3877,HUNTING,10.0,22.0,Alabama,897,148,15.779693167394651,5759.588006099048,2335.3945887744085,,,531.024
3881,HUNTING,29.0,29.0,Kentucky,966,235,18.80089631861168,6862.327156293264,4418.210634873745,,,908.04
3883,HUNTING,10.0,22.0,Utah,402,212,10.563682975690051,3855.7442861268687,2239.500790846291,,,340.896
3894,HUNTING,10.0,22.0,Rhode Island,46,44,2.73972602739726,1000.0,120.54794520547945,,880.0,40.480000000000004
3904,HUNTING,29.0,29.0,Kentucky,111,154,6.37311097044028,2326.185504210702,981.4590894478031,,,68.376
3905,HUNTING,13.0,25.0,Oklahoma,287,350,9.514849975205399,3472.920240949971,3330.1974913218896,,,401.80000000000007
3913,HUNTING,10.0,22.0,Colorado,524,193,12.060573957046607,4402.109494322011,2327.690773709995,,,404.528
3916,HUNTING,10.0,22.0,Washington,227,352,7.938076158972547,2897.3977980249797,2794.2028079583365,,,319.616
3918,HUNTING,10.0,22.0,Oregon,999,353,16.652716047939922,6078.241357498071,5878.408764922792,,,1410.588
3919,HUNTING,15.0,27.0,Georgia,480,85,12.787731031256241,4667.521826408528,1086.9571376567806,,,408.0
3925,HUNTING,10.0,22.0,California,162,81,6.705942726800781,2447.669095282285,543.1813608708633,,,131.22
3926,HUNTING,10.0,22.0,Louisiana,22,97,2.73972602739726,1000.0,265.75342465753425,,1455.0,21.34
3928,HUNTING,10.0,22.0,Montana,33,3,2.73972602739726,1000.0,8.21917808219178,,150.0,4.95
3929,HUNTING,10.0,22.0,Arizona,122,168,5.819454112071598,2124.1007509061333,977.6682908280284,,,81.984
3953,HUNTING,19.0,31.0,Indiana,459,64,13.399178785231443,4890.700256609477,857.5474422548124,,,293.76
3974,HUNTING,10.0,22.0,Nevada,131,133,6.0302869785233035,2201.0547471610057,802.0281681435994,,,69.69200000000001
3975,HUNTING,32.0,32.0,Ohio,363,275,12.10651916707083,4418.879495980853,3329.2927709444784,,,399.3
3979,HUNTING,10.0,22.0,Alabama,450,14,11.176571211334634,4079.448492137142,156.47199695868488,,,239.39999999999998
3992,HUNTING,17.0,29.0,Maryland,95,313,3.8535539474485163,1406.5471908187085,1206.1623855513856,,,118.94
4003,HUNTING,29.0,29.0,Missouri,277,256,10.067690956767386,3674.707199220096,2577.328884932451,,,283.648
4015,HUNTING,10.0,22.0,Wyoming,995,129,16.6193438379514,6066.060500852262,2143.895355095731,,,513.42
4023,HUNTING,10.0,22.0,Alabama,814,79,15.031922746106831,5486.651802328994,1187.5218969424398,,,643.0600000000001
4039,HUNTING,10.0,22.0,Maine,840,279,15.270103324638326,5573.587713492989,4260.358827574093,,,937.4399999999999
4045,HUNTING,10.0,22.0,Tennessee,472,259,11.446516324759163,4177.978458537094,2964.647728112623,,,488.992
4056,HUNTING,10.0,22.0,New Mexico,221,163,7.832465119727922,2858.8497687006916,1276.6918145156512,,,144.092
4065,HUNTING,10.0,22.0,Louisiana,566,326,12.534601986128134,4575.129724936769,4086.280247477772,,,738.0640000000001
4077,HUNTING,10.0,22.0,New Jersey,323,215,9.468988603222044,3456.180840176046,2035.8325496927396,,,277.78000000000003
4103,HUNTING,10.0,22.0,Nevada,539,44,12.231978675100988,4464.672216411861,538.2070617044435,,,474.32
4110,HUNTING,10.0,22.0,Vermont,408,251,10.642224450967834,3884.4119246032596,2671.1983371929264,,,409.632
4118,HUNTING,10.0,22.0,Delaware,253,128,8.380358417505468,3058.830822389496,1072.6858774406999,,,129.536
4119,HUNTING,10.0,22.0,New Mexico,561,173,12.479114321099445,4554.876727201297,2158.886777550204,,,388.21200000000005
4128,HUNTING,10.0,22.0,New Jersey,402,160,10.563682975690051,3855.7442861268687,1690.1892761104082,,,257.28000000000003
4131,HUNTING,10.0,22.0,South Dakota,855,47,15.405840245824466,5623.13168972593,724.0744915537499,,,803.7
4133,HUNTING,10.0,22.0,Washington,819,38,15.078018906889,5503.476901014485,572.964718461782,,,622.4399999999999
4134,HUNTING,10.0,22.0,California,615,240,13.065916865039107,4769.059655739274,3135.8200476093857,,,590.4
4136,HUNTING,10.0,22.0,Florida,332,172,9.600003127540617,3504.0011415523254,1651.2005379369862,,,228.41600000000003
4160,HUNTING,10.0,22.0,Vermont,646,111,13.391172104632883,4887.777818191003,1486.42010361425,,,717.06
4166,HUNTING,20.0,32.0,Minnesota,246,43,9.966290340006271,3637.695974102289,428.55048462026963,,,211.56
4170,HUNTING,10.0,22.0,Montana,813,67,15.022686540782525,5483.280587385621,1006.5199982324292,,,544.71
4180,HUNTING,10.0,22.0,Mississippi,578,141,12.666780706179253,4623.374957755427,1786.0160795712748,,,325.99199999999996
4190,HUNTING,10.0,22.0,Washington,51,177,2.73972602739726,1000.0,484.93150684931504,,1062.0,36.108000000000004
4205,HUNTING,10.0,22.0,Rhode Island,471,342,11.434384348562997,4173.550287225494,3910.559447208545,,,644.3280000000001
4208,HUNTING,10.0,22.0,Connecticut,375,130,10.202766946684697,3724.0099355399143,1326.3597030690107,,,195.0
4212,HUNTING,11.0,23.0,West Virginia,197,1,7.56115295210305,2759.820827517613,7.56115295210305,,,9.850000000000001
4223,HUNTING,16.0,28.0,Virginia,587,48,14.40088089714041,5256.32152745625,691.2422830627397,,,563.52
4225,HUNTING,20.0,32.0,Minnesota,845,145,18.4711670451479,6741.975971478984,2678.3192215464455,,,490.09999999999997
4244,HUNTING,19.0,31.0,New York,177,162,8.320673338372513,3037.0457685059673,1347.949080816347,,,114.696
4247,HUNTING,10.0,22.0,South Dakota,468,40,11.39791094033093,4160.2374932207895,455.91643761323724,,,374.4
4248,HUNTING,10.0,22.0,Washington,380,27,10.270560163882978,3748.7544598172867,277.3051244248404,,,389.88
4258,HUNTING,10.0,22.0,Texas,3,319,2.73972602739726,1000.0,873.972602739726,1914.0,,3.8280000000000003
4265,HUNTING,29.0,29.0,Kansas,32,230,2.9211184515642388,1066.2082348209472,671.8572438597749,,,29.44
4272,HUNTING,10.0,22.0,Rhode Island,576,164,12.644846870318505,4615.369107666254,2073.754886732235,,,377.85600000000005
4274,HUNTING,10.0,22.0,Nevada,786,102,14.771126099931795,5391.461026475105,1506.654862193043,,,801.72
4286,HUNTING,10.0,22.0,Alaska,783,292,14.74290997846556,5381.1621421399295,4304.929713711944,,,914.544
4293,HUNTING,35.0,35.0,Iowa,88,92,5.321701834442808,1942.4211695716251,489.59656876873834,,,80.96
4294,HUNTING,10.0,22.0,Mississippi,163,214,6.726608238737255,2455.212007139098,1439.4941630897727,,,139.528
4298,HUNTING,10.0,22.0,Massachusetts,43,271,2.73972602739726,1000.0,742.4657534246575,,1626.0,46.612
4301,HUNTING,10.0,22.0,Louisiana,182,84,7.107846277280125,2594.3638912072456,597.0590872915305,,,152.88
4319,HUNTING,10.0,22.0,Alaska,958,84,16.307413637311555,5952.205977618718,1369.8227455341707,,,804.72
4342,HUNTING,10.0,22.0,California,465,74,11.361320441602228,4146.881961184813,840.7377126785649,,,344.1
4343,HUNTING,29.0,29.0,Kansas,208,165,8.724120563253168,3184.304005587406,1439.4798929367728,,,137.28
4344,HUNTING,10.0,22.0,Louisiana,948,345,16.22207860032797,5921.058689119708,5596.617117113149,,,1308.24
4349,HUNTING,10.0,22.0,Colorado,736,167,14.293587343431485,5217.159380352492,2387.029086353058,,,491.64799999999997
4351,HUNTING,10.0,22.0,Vermont,446,60,11.126786682271376,4061.2771390290523,667.6072009362825,,,535.2
4352,HUNTING,19.0,31.0,New York,693,79,16.464117485344126,6009.402882150605,1300.6652813421858,,,547.47
4354,HUNTING,10.0,22.0,California,784,230,14.752321348704923,5384.597292277297,3393.033910202132,,,721.28
4356,HUNTING,10.0,22.0,California,116,86,5.674548696470341,2071.2102742116745,488.0111878964493,,,99.75999999999999
4371,HUNTING,35.0,35.0,Iowa,641,133,16.824959566142407,6141.110241641979,2237.71962229694,,,341.012
4387,HUNTING,12.0,24.0,North Carolina,105,266,5.638859356914591,2058.1836652738257,1499.9365889392814,,,111.72
4406,HUNTING,16.0,28.0,Pennsylvania,516,28,13.501899117895572,4928.193178031884,378.053175301076,,,549.024
4415,HUNTING,10.0,22.0,Mississippi,865,242,15.495670979438778,5655.919907495154,3749.952377024184,,,837.3199999999999
4417,HUNTING,10.0,22.0,Rhode Island,278,201,8.784655415196749,3206.399226546813,1765.7157384545465,,,223.51200000000003
4420,HUNTING,10.0,22.0,Rhode Island,40,185,2.73972602739726,1000.0,506.8493150684931,,1110.0,29.6
4427,HUNTING,10.0,22.0,Utah,778,137,14.695762719966638,5363.953392787823,2013.3194926354295,,,426.344
4431,HUNTING,29.0,29.0,Kentucky,254,228,9.640661837656314,3518.8415707445542,2198.0708989856394,,,231.648
4437,HUNTING,19.0,31.0,Indiana,305,67,10.922492592632157,3986.709796310737,731.8070037063545,,,204.35000000000002
4441,HUNTING,17.0,29.0,Maryland,549,317,14.173469172120603,5173.31624782402,4492.989727562232,,,696.1320000000001
4455,HUNTING,10.0,22.0,Vermont,272,223,8.689339877680684,3171.6090553534495,1937.7227927227925,,,242.62400000000002
4464,HUNTING,10.0,22.0,North Dakota,495,29,11.722086778651555,4278.561674207817,339.94051658089506,,,545.49
4465,HUNTING,10.0,22.0,New Jersey,555,53,12.41220169773177,4530.4536196720965,657.8466899797838,,,588.3
4475,HUNTING,10.0,22.0,Colorado,930,289,16.06733345498055,5864.576711067901,4643.459368489379,,,1075.0800000000002
4481,HUNTING,10.0,22.0,Louisiana,69,185,2.73972602739726,1000.0,506.8493150684931,,1110.0,51.06
4492,HUNTING,10.0,22.0,Rhode Island,302,51,9.156000424820911,3341.9401550596326,466.9560216658665,,,308.04
4495,HUNTING,11.0,23.0,West Virginia,118,299,5.851886765839729,2135.938669531501,1749.714142986079,,,141.12800000000001
4496,HUNTING,12.0,24.0,North Carolina,932,145,16.799817708042447,6131.933463435493,2435.973567666155,,,540.5600000000001
4501,HUNTING,10.0,22.0,New Mexico,632,344,13.245271712708618,4834.524175138646,4556.373469171765,,,869.6320000000001
4508,HUNTING,12.0,24.0,North Carolina,166,293,7.090072190251392,2587.876349441758,2077.3911517436577,,,194.55200000000002
4517,HUNTING,10.0,22.0,New Mexico,293,138,9.018538068804723,3291.7663951137242,1244.5582534950518,,,161.736
4521,HUNTING,10.0,22.0,Louisiana,739,248,14.322688671169658,5227.781364976925,3552.026790450075,,,733.088
4523,HUNTING,10.0,22.0,Rhode Island,487,230,11.626976997814715,4243.846604202371,2674.2047094973846,,,448.03999999999996
4525,HUNTING,10.0,22.0,Maine,624,226,13.161173899198886,4803.828473207594,2974.4253012189483,,,564.096
4533,HUNTING,10.0,22.0,Oregon,252,303,8.363780046339043,3052.7797169137507,2534.22535404073,,,305.424
4544,HUNTING,10.0,22.0,North Dakota,978,263,16.476757884507727,6014.01662784532,4333.387323625532,,,1028.856
4547,HUNTING,10.0,22.0,Colorado,77,32,2.73972602739726,1000.0,87.67123287671232,,640.0,49.28
4556,HUNTING,10.0,22.0,Utah,323,101,9.468988603222044,3456.180840176046,956.3678489254264,,,326.23
4557,HUNTING,10.0,22.0,New Mexico,811,137,15.004197073418396,5476.531931797715,2055.5749990583204,,,444.42800000000005
4565,HUNTING,17.0,29.0,Maryland,342,18,11.186727116393607,4083.1553974836665,201.36108809508494,,,233.928
4568,HUNTING,10.0,22.0,Mississippi,881,309,15.63832688557415,5707.989313234565,4832.2430076424125,,,1088.916
4585,HUNTING,10.0,22.0,Washington,890,219,15.71800186604239,5737.070681105472,3442.2424086632836,,,779.64
4594,HUNTING,10.0,22.0,Idaho,190,123,7.262382738466073,2650.7696995401166,893.273076831327,,,93.48
4603,HUNTING,10.0,22.0,Louisiana,564,309,12.51243644803106,4567.039303531337,3866.342862441598,,,697.104
4613,HUNTING,16.0,28.0,Virginia,257,306,9.5287639723659,3477.9988499135534,2915.801775543965,,,314.568
4616,HUNTING,10.0,22.0,Vermont,624,329,13.161173899198886,4803.828473207594,4330.026212836434,,,821.184
4628,HUNTING,10.0,22.0,Massachusetts,136,79,6.144291151542697,2242.666270313084,485.399000971873,,,107.44000000000001
4633,HUNTING,10.0,22.0,Colorado,503,286,11.816431051073021,4312.997333641652,3379.499280606884,,,575.432
4635,HUNTING,10.0,22.0,Delaware,664,124,13.576454621792072,4955.405936954106,1683.4803731022168,,,329.344
4648,HUNTING,15.0,27.0,South Carolina,427,174,12.061097044851033,4402.300421370627,2098.6308858040798,,,297.192
4667,HUNTING,10.0,22.0,Florida,163,103,6.726608238737255,2455.212007139098,692.8406485899374,,,167.89000000000001
4669,HUNTING,35.0,35.0,Iowa,807,290,18.87825211923764,6890.562023521738,5474.693114578916,,,936.12
4671,HUNTING,17.0,29.0,Maryland,411,122,12.2634002289518,4476.141083567407,1496.1348279321196,,,200.568
4673,HUNTING,10.0,22.0,New Mexico,366,71,10.079590194423636,3679.050420964627,715.6509038040781,,,259.86
4678,HUNTING,16.0,28.0,Pennsylvania,7,141,2.73972602739726,1000.0,386.3013698630137,846.0,,3.948
4681,HUNTING,12.0,24.0,North Carolina,176,355,7.300505744439986,2664.684596720595,2591.679539276195,,,249.92
4690,HUNTING,10.0,22.0,Delaware,106,174,5.424444440259015,1979.9222206945406,943.8533326050687,,,73.776
4695,HUNTING,10.0,22.0,Oregon,43,7,2.73972602739726,1000.0,19.17808219178082,,280.0,12.04
4697,HUNTING,16.0,28.0,Pennsylvania,257,318,9.5287639723659,3477.9988499135534,3030.146943212356,,,326.904
4715,HUNTING,19.0,31.0,Indiana,534,267,14.45248301644355,5275.156301001895,3858.812965390428,,,570.312
4718,HUNTING,10.0,22.0,Florida,51,35,2.73972602739726,1000.0,95.8904109589041,,700.0,35.7
4721,HUNTING,29.0,29.0,Kansas,307,292,10.598860569625712,3868.584107913385,3094.867286330708,,,358.576
4733,HUNTING,10.0,22.0,Tennessee,417,148,10.758961666704566,3927.021008347167,1592.3263266722759,,,246.86399999999998
4753,HUNTING,10.0,22.0,Massachusetts,756,324,14.486491983590003,5287.569574010351,4693.623402683161,,,979.776
4769,HUNTING,10.0,22.0,Alabama,812,254,15.013444653386268,5479.907298485988,3813.414941960112,,,824.9920000000001
4770,HUNTING,10.0,22.0,California,771,349,14.629501294485463,5339.767972487194,5105.695951775427,,,1076.316
4780,HUNTING,10.0,22.0,Mississippi,855,230,15.405840245824466,5623.13168972593,3543.3432565396274,,,786.6
4781,HUNTING,10.0,22.0,New Mexico,340,227,9.714977323046858,3545.9667229121033,2205.299852331637,,,308.72
4782,HUNTING,10.0,22.0,Idaho,960,24,16.324427114695514,5958.415896863863,391.78625075269235,,,875.52
4785,HUNTING,16.0,28.0,Pennsylvania,666,47,15.339355849196146,5598.864884956593,720.9497249122188,,,626.04
4789,HUNTING,10.0,22.0,California,138,75,6.189304875311696,2259.096279488769,464.1978656483772,,,103.50000000000001
4798,HUNTING,10.0,22.0,Louisiana,378,140,10.24349671720105,3738.876301778383,1434.0895404081468,,,211.68
4809,HUNTING,19.0,31.0,New York,379,281,12.175630059609674,4444.104971757531,3421.352046750318,,,425.996
4818,HUNTING,10.0,22.0,Oregon,316,219,9.36582144671462,3418.5248280508363,2051.1148968305015,,,276.81600000000003
4836,HUNTING,10.0,22.0,Alaska,269,26,8.641287860203757,3154.0700689743717,224.6734843652977,,,265.772
4839,HUNTING,10.0,22.0,New Mexico,341,133,9.729253564874867,3551.1775511793267,1293.9907241283572,,,181.412
4853,HUNTING,10.0,22.0,Idaho,73,132,2.73972602739726,1000.0,361.6438356164383,,792.0,38.544
4855,HUNTING,10.0,22.0,Massachusetts,761,155,14.534318102415249,5305.026107381565,2252.8193058743636,,,471.82
4860,HUNTING,19.0,31.0,New York,356,151,11.800402968842187,4307.147083627398,1781.8608482951702,,,215.024
4872,HUNTING,10.0,22.0,Oregon,114,109,5.625417479972663,2053.277380190022,613.1705053170202,,,124.26000000000002
4880,HUNTING,10.0,22.0,California,25,172,2.73972602739726,1000.0,471.23287671232873,,1032.0,17.2
4886,HUNTING,29.0,29.0,Kansas,293,122,10.354372897160452,3779.346107463565,1263.2334934535752,,,142.98399999999998
4894,HUNTING,21.0,33.0,Michigan,698,127,17.048087804925984,6222.552048797985,2165.1071512256,,,354.58400000000006
4902,HUNTING,10.0,22.0,Alaska,147,112,6.387942526384988,2331.5990221305206,715.4495629551186,,,164.64
4921,HUNTING,10.0,22.0,Connecticut,47,338,2.73972602739726,1000.0,926.0273972602739,,2028.0,63.544
4924,HUNTING,10.0,22.0,Texas,261,210,8.51182304470551,3106.8154113175115,1787.4828393881571,,,219.24
4927,HUNTING,10.0,22.0,Vermont,738,312,14.312994802938203,5224.243103072444,4465.65437851672,,,921.024
4929,HUNTING,32.0,32.0,Ohio,588,21,15.408297121726514,5624.028449430178,323.5742395562568,,,469.22400000000005
4954,HUNTING,10.0,22.0,Alabama,343,324,9.75774338739555,3561.5763363993756,3161.508857516158,,,444.528
4966,HUNTING,10.0,22.0,Montana,457,115,11.2631646457931,4111.0550957144815,1295.2639342662067,,,525.5500000000001
5009,HUNTING,10.0,22.0,Oregon,508,151,11.875015599835681,4334.380693940024,1793.1273555751877,,,306.832
5016,HUNTING,15.0,27.0,Georgia,902,203,17.529766979153035,6398.364947390857,3558.542696768066,,,732.424
5027,HUNTING,29.0,29.0,Illinois,525,162,13.860204653407555,5058.974698493757,2245.3531538520238,,,340.2
5029,HUNTING,10.0,22.0,Nebraska,320,79,9.424912389035882,3440.093021998097,744.5680787338347,,,252.8
5032,HUNTING,15.0,27.0,Georgia,728,156,15.748477126601584,5748.194151209578,2456.762431749847,,,454.272
5034,HUNTING,29.0,29.0,Missouri,606,179,14.891083651047555,5435.245532632358,2665.5039735375126,,,433.896
5036,HUNTING,10.0,22.0,Louisiana,190,43,7.262382738466073,2650.7696995401166,312.28245775404116,,,163.4
5064,HUNTING,10.0,22.0,Wyoming,886,315,15.682640737186114,5724.163869072931,4940.031832213626,,,1116.36
5077,HUNTING,16.0,28.0,Virginia,17,152,2.73972602739726,1000.0,416.43835616438355,912.0,,10.336
5085,HUNTING,29.0,29.0,Kentucky,533,65,13.965406957213169,5097.3735393828065,907.751452218856,,,346.45
5090,HUNTING,10.0,22.0,Vermont,84,10,2.779168143104824,1014.3963722332606,27.79168143104824,,,33.6
5093,HUNTING,10.0,22.0,Vermont,722,52,14.156990201023872,5167.301423373713,736.1634904532414,,,750.88
5114,HUNTING,29.0,29.0,Wisconsin,277,206,10.067690956767386,3674.707199220096,2073.9443370940817,,,228.24800000000002
5120,HUNTING,17.0,29.0,Maryland,590,156,14.693186700305029,5363.013145611336,2292.1371252475847,,,368.15999999999997
5121,HUNTING,15.0,27.0,South Carolina,142,247,6.955318890925168,2538.6913951876863,1717.9637660585165,,,140.29600000000002
5127,HUNTING,32.0,32.0,Ohio,958,204,19.667480849486264,7178.630510062487,4012.1660932951977,,,781.7280000000001
5131,HUNTING,10.0,22.0,Texas,638,298,13.307996317904994,4857.418656035323,3965.7829027356884,,,760.496
5132,HUNTING,10.0,22.0,Oregon,705,110,13.989329230971732,5106.105169304682,1538.8262154068905,,,775.5
5140,HUNTING,10.0,22.0,Massachusetts,14,128,2.73972602739726,1000.0,350.6849315068493,768.0,,7.168
5153,HUNTING,10.0,22.0,Wyoming,735,53,14.283873725358577,5213.613909755881,757.0453074440046,,,779.1
5160,HUNTING,10.0,22.0,Mississippi,408,282,10.642224450967834,3884.4119246032596,3001.1072951729293,,,460.22400000000005
5171,HUNTING,10.0,22.0,Oregon,601,360,12.916342978246378,4714.465187059928,4649.883472168696,,,865.4399999999999
5172,HUNTING,10.0,22.0,Nebraska,686,264,13.799533036611173,5036.829558363078,3643.07672166535,,,724.416
5188,HUNTING,10.0,22.0,Washington,359,62,9.982735331126019,3643.6983958609967,618.9295905298131,,,222.57999999999998
5195,HUNTING,17.0,29.0,Maryland,732,191,16.366112483749387,5973.631056568526,3125.927484396133,,,559.2479999999999
5210,HUNTING,12.0,24.0,North Carolina,582,53,13.275720653379956,4845.638038483684,703.6131946291376,,,616.9200000000001
5225,HUNTING,10.0,22.0,New Mexico,885,151,15.673787989804312,5720.932616278574,2366.7419864604512,,,534.54
5239,HUNTING,21.0,33.0,Michigan,686,95,16.900907314188334,6168.831169678742,1605.5861948478916,,,651.7
5240,HUNTING,10.0,22.0,New Mexico,310,143,9.2764792953925,3385.9149428182627,1326.5365392411275,,,177.32
5243,HUNTING,11.0,23.0,Arkansas,510,130,12.165781111869691,4440.510105832437,1581.55154454306,,,265.2
5250,HUNTING,10.0,22.0,Oregon,446,158,11.126786682271376,4061.2771390290523,1758.0322957988774,,,281.872
5264,HUNTING,10.0,22.0,Nevada,983,17,16.518822690986962,6029.370282210241,280.81998574677834,,,635.018
5281,HUNTING,15.0,27.0,South Carolina,193,106,8.108705523881993,2959.6775162169274,859.5227855314912,,,204.57999999999998
5287,HUNTING,10.0,22.0,Delaware,98,356,3.001844682123006,1095.673308974897,1068.6567068357901,,,139.552
5290,HUNTING,19.0,31.0,Indiana,896,168,18.720862090870927,6833.1146631678885,3145.1048312663156,,,602.112
5292,HUNTING,10.0,22.0,New Jersey,52,90,2.73972602739726,1000.0,246.5753424657534,,1350.0,46.800000000000004
5294,HUNTING,10.0,22.0,Vermont,442,301,11.076778399133437,4043.0241156837046,3334.1102981391646,,,532.168
5295,HUNTING,35.0,35.0,Iowa,441,245,13.955464913010326,5093.744693248769,3419.08890368753,,,432.18
5298,HUNTING,10.0,22.0,Wyoming,186,131,7.185529964498614,2622.718437041994,941.3044253493184,,,97.464
5301,HUNTING,10.0,22.0,North Dakota,801,53,14.911405849041223,5442.663134900046,790.3045099991848,,,849.06
5302,HUNTING,10.0,22.0,Idaho,306,58,9.216436727314045,3363.9994054696263,534.5533301842146,,,354.96
5318,HUNTING,10.0,22.0,Rhode Island,240,110,8.162213557347757,2979.2079484319315,897.8434913082532,,,264.0
5371,HUNTING,11.0,23.0,Arkansas,181,66,7.247599689364165,2645.37388661792,478.3415794980349,,,119.46000000000001
5375,HUNTING,15.0,27.0,Georgia,195,91,8.150611257868944,2974.9731091221647,741.7056244660739,,,177.45
5377,HUNTING,10.0,22.0,Mississippi,459,16,11.287783614282958,4120.0410192132795,180.60453782852733,,,279.072
5386,HUNTING,10.0,22.0,Rhode Island,529,297,12.117978250721901,4423.062061513494,3599.0395404644046,,,628.452
5392,HUNTING,10.0,22.0,Rhode Island,260,158,8.49550122135617,3100.8579457950023,1342.2891929742748,,,164.32
5396,HUNTING,10.0,22.0,California,164,294,6.747210456163612,2462.731816499718,1983.6798741121017,,,192.864
5408,HUNTING,10.0,22.0,Connecticut,947,122,16.21352039419271,5917.934943880339,1978.0494880915105,,,462.136
5413,HUNTING,13.0,25.0,Oklahoma,576,159,13.479452054794521,4920.0,2143.232876712329,,,366.33600000000007
5418,HUNTING,10.0,22.0,Alaska,982,259,16.510418303421332,6026.302680748786,4276.198340586125,,,1017.352
5430,HUNTING,10.0,22.0,North Dakota,622,188,13.140065346881757,4796.123851611841,2470.3322852137703,,,467.74399999999997
5436,HUNTING,10.0,22.0,Nebraska,729,316,14.22545272910832,5192.290246124537,4495.243062398229,,,921.456
5437,HUNTING,11.0,23.0,West Virginia,933,347,16.454918368835855,6006.045204625087,5709.856673986042,,,1295.0040000000001
5441,HUNTING,10.0,22.0,Louisiana,651,103,13.442895634775867,4906.656906693192,1384.6182503819143,,,670.53
5446,HUNTING,29.0,29.0,Illinois,275,24,10.031279658618656,3661.417075395809,240.75071180684773,,,250.79999999999998
5450,HUNTING,10.0,22.0,New Mexico,288,295,8.941256969067709,3263.5587937097134,2637.670805874974,,,339.84000000000003
5462,HUNTING,10.0,22.0,Nevada,758,104,14.50564135346137,5294.5590940134,1508.5867007599825,,,788.32
5466,HUNTING,16.0,28.0,Pennsylvania,202,11,8.447840249375231,3083.4616910219593,92.92624274312755,,,84.436
5471,HUNTING,16.0,28.0,Virginia,629,229,14.907174342429434,5441.118634986743,3413.7429244163404,,,576.164
5480,HUNTING,10.0,22.0,Hawaii,525,37,12.072076652991669,4406.307978341959,446.66683616069173,,,388.5
5483,HUNTING,32.0,32.0,Ohio,712,146,16.955319514052416,6188.691622629131,2475.4766490516527,,,415.808
5486,HUNTING,10.0,22.0,Tennessee,927,219,16.041397468007283,5855.110075822658,3513.066045493595,,,812.052
5513,HUNTING,10.0,22.0,Oregon,115,254,5.650036492474859,2062.2633197533237,1435.1092690886142,,,116.84
5530,HUNTING,10.0,22.0,Connecticut,482,67,11.567136265996623,4222.004737088768,774.9981298217738,,,322.94
5531,HUNTING,13.0,25.0,Oklahoma,729,141,15.164383561643836,5535.0,2138.178082191781,,,411.156
5532,HUNTING,10.0,22.0,Vermont,460,196,11.300072984949718,4124.526639506647,2214.814305050145,,,360.64000000000004
5535,HUNTING,10.0,22.0,Nebraska,850,343,15.360727878856743,5606.665675782711,5268.729662447863,,,1166.2
5545,HUNTING,35.0,35.0,Iowa,442,38,13.971278476058755,5099.516643761445,530.9085820902327,,,335.92
5562,HUNTING,21.0,33.0,Michigan,888,134,19.22890018603303,7018.548567902056,2576.672624928426,,,475.968
